,Season,Seed_Team_ID_H,Seed_Team_ID_L,Team_ID_L,Team_ID_H,Higher_Seed,Lower_Seed,Did_Higher_Seed_Win,High_Seed_Win_Percentage,Frequency_of_Seed_Matchup
445,1992,3,14,1200,1269,3,14,1,0.85,140
446,1992,4,1,1181,1371,1,4,1,0.7301587301587301,63
447,1992,4,5,1281,1371,4,5,1,0.5540540540540541,74
448,1992,4,13,1247,1371,4,13,1,0.7928571428571428,140
449,1992,6,3,1269,1393,3,6,1,0.6111111111111112,72
450,1992,6,11,1343,1393,6,11,1,0.6285714285714286,140
451,1992,8,9,1234,1400,8,9,0,0.4857142857142857,140
452,1992,9,1,1181,1234,1,9,1,0.9166666666666666,72
453,1992,10,7,1150,1235,7,10,0,0.6071428571428571,140
454,1992,12,5,1281,1452,5,12,1,0.6428571428571429,140
455,1992,15,2,1246,1330,2,15,1,0.9428571428571428,140
456,1992,1,2,1231,1417,1,2,0,0.5384615384615384,65
457,1992,1,8,1257,1417,1,8,1,0.8,70
458,1992,1,12,1308,1417,1,12,1,1.0,20
459,1992,1,16,1352,1417,1,16,1,0.9928571428571429,140
460,1992,2,1,1181,1231,1,2,1,0.5384615384615384,65
461,1992,2,3,1199,1231,2,3,1,0.6071428571428571,56
462,1992,2,15,1183,1231,2,15,1,0.9428571428571428,140
463,1992,6,3,1199,1207,3,6,1,0.6111111111111112,72
464,1992,7,2,1231,1261,2,7,1,0.6951219512195121,82
465,1992,7,10,1140,1261,7,10,1,0.6071428571428571,140
466,1992,9,8,1257,1448,8,9,1,0.4857142857142857,140
467,1992,11,6,1207,1378,6,11,1,0.6285714285714286,140
468,1992,12,5,1177,1308,5,12,0,0.6428571428571429,140
469,1992,13,4,1328,1418,4,13,0,0.7928571428571428,140
470,1992,13,12,1308,1418,12,13,1,0.75,12
471,1992,14,3,1199,1285,3,14,1,0.85,140
472,1992,1,16,1224,1242,1,16,1,0.9928571428571429,140
473,1992,2,7,1210,1425,2,7,0,0.6951219512195121,82
474,1992,2,15,1419,1425,2,15,1,0.9428571428571428,140
475,1992,5,4,1153,1277,4,5,1,0.5540540540540541,74
476,1992,6,3,1116,1272,3,6,0,0.6111111111111112,72
477,1992,6,4,1153,1272,4,6,1,0.5,4
478,1992,6,7,1210,1272,6,7,1,0.5714285714285714,7
479,1992,9,1,1242,1431,1,9,0,0.9166666666666666,72
480,1992,9,4,1153,1431,4,9,1,0.6666666666666666,3
481,1992,9,8,1191,1431,8,9,0,0.4857142857142857,140
482,1992,10,7,1210,1222,7,10,1,0.6071428571428571,140
483,1992,11,6,1272,1337,6,11,1,0.6285714285714286,140
484,1992,12,5,1277,1283,5,12,1,0.6428571428571429,140
485,1992,13,4,1153,1174,4,13,1,0.7928571428571428,140
486,1992,14,3,1116,1293,3,14,1,0.85,140
487,1992,1,4,1314,1326,1,4,1,0.7301587301587301,63
488,1992,1,6,1276,1326,1,6,0,0.7272727272727273,11
489,1992,1,9,1163,1326,1,9,1,0.9166666666666666,72
490,1992,1,16,1290,1326,1,16,1,0.9928571428571429,140
491,1992,2,6,1276,1329,2,6,0,0.7741935483870968,31
492,1992,2,15,1204,1329,2,15,1,0.9428571428571428,140
493,1992,4,5,1104,1314,4,5,1,0.5540540540540541,74
494,1992,4,13,1275,1314,4,13,1,0.7928571428571428,140
495,1992,6,1,1181,1276,1,6,1,0.7272727272727273,11
496,1992,6,4,1153,1276,4,6,0,0.5,4
497,1992,6,14,1190,1276,6,14,1,0.875,16
498,1992,8,9,1163,1304,8,9,0,0.4857142857142857,140
499,1992,10,2,1329,1408,2,10,1,0.64,50
500,1992,10,7,1385,1408,7,10,0,0.6071428571428571,140
501,1992,11,6,1276,1396,6,11,1,0.6285714285714286,140
502,1992,12,5,1104,1390,5,12,1,0.6428571428571429,140
503,1992,14,3,1112,1190,3,14,0,0.85,140
504,1993,1,2,1153,1314,1,2,1,0.5384615384615384,65
505,1993,1,4,1116,1314,1,4,1,0.7301587301587301,63
506,1993,1,16,1187,1314,1,16,1,0.9928571428571429,140
507,1993,1,2,1242,1314,1,2,1,0.5384615384615384,65
508,1993,1,1,1276,1314,1,1,0,0.0,20
509,1993,5,4,1116,1385,4,5,1,0.5540540540540541,74
510,1993,6,2,1153,1438,2,6,1,0.7741935483870968,31
511,1993,6,3,1269,1438,3,6,0,0.6111111111111112,72
512,1993,6,11,1264,1438,6,11,1,0.6285714285714286,140
513,1993,7,2,1153,1308,2,7,1,0.6951219512195121,82
514,1993,7,10,1304,1308,7,10,1,0.6071428571428571,140
515,1993,8,1,1314,1348,1,8,1,0.8,70
516,1993,8,9,1345,1348,8,9,1,0.4857142857142857,140
517,1993,12,5,1385,1403,5,12,1,0.6428571428571429,140
518,1993,13,4,1116,1221,4,13,1,0.7928571428571428,140
519,1993,14,3,1269,1335,3,14,1,0.85,140
520,1993,15,2,1153,1164,2,15,1,0.9428571428571428,140
521,1993,2,1,1231,1242,1,2,0,0.5384615384615384,65
522,1993,2,6,1143,1242,2,6,1,0.7741935483870968,31
523,1993,2,7,1140,1242,2,7,1,0.6951219512195121,82
524,1993,2,15,1123,1242,2,15,1,0.9428571428571428,140
525,1993,3,6,1143,1181,3,6,0,0.6111111111111112,72
526,1993,4,1,1231,1257,1,4,1,0.7301587301587301,63
527,1993,4,13,1174,1257,4,13,1,0.7928571428571428,140
528,1993,5,4,1257,1329,4,5,1,0.5540540540540541,74
529,1993,5,12,1266,1329,5,12,1,0.6428571428571429,140
530,1993,9,1,1231,1462,1,9,1,0.9166666666666666,72
531,1993,9,8,1309,1462,8,9,0,0.4857142857142857,140
532,1993,10,7,1140,1374,7,10,1,0.6071428571428571,140
533,1993,11,6,1143,1261,6,11,1,0.6285714285714286,140
534,1993,14,3,1181,1356,3,14,1,0.85,140
535,1993,16,1,1231,1460,1,16,1,0.9928571428571429,140
536,1993,1,3,1199,1246,1,3,1,0.6,35
537,1993,3,14,1191,1199,3,14,1,0.85,140
538,1993,5,1,1246,1448,1,5,1,0.8297872340425532,47
539,1993,5,4,1234,1448,4,5,0,0.5540540540540541,74
540,1993,5,12,1151,1448,5,12,1,0.6428571428571429,140
541,1993,7,2,1371,1443,2,7,0,0.6951219512195121,82
542,1993,7,3,1199,1443,3,7,1,0.6,15
543,1993,7,10,1272,1443,7,10,1,0.6071428571428571,140
544,1993,8,1,1246,1428,1,8,1,0.8,70
545,1993,8,9,1338,1428,8,9,1,0.4857142857142857,140
546,1993,11,3,1199,1408,3,11,1,0.6530612244897959,49
547,1993,11,6,1243,1408,6,11,0,0.6285714285714286,140
548,1993,13,4,1234,1419,4,13,1,0.7928571428571428,140
549,1993,15,2,1371,1398,2,15,1,0.9428571428571428,140
550,1993,16,1,1246,1351,1,16,1,0.9928571428571429,140
551,1993,1,1,1246,1276,1,1,0,0.0,20
552,1993,1,12,1203,1276,1,12,1,1.0,20
553,1993,1,16,1157,1276,1,16,1,0.9928571428571429,140
554,1993,3,6,1228,1435,3,6,1,0.6111111111111112,72
555,1993,3,7,1396,1435,3,7,0,0.6,15
556,1993,3,14,1129,1435,3,14,1,0.85,140
557,1993,5,12,1203,1307,5,12,0,0.6428571428571429,140
558,1993,7,1,1276,1396,1,7,1,0.8571428571428571,7
559,1993,7,10,1281,1396,7,10,1,0.6071428571428571,140
560,1993,7,15,1365,1396,7,15,1,0.6666666666666666,3
561,1993,9,1,1276,1417,1,9,1,0.9166666666666666,72
562,1993,9,8,1235,1417,8,9,0,0.4857142857142857,140
563,1993,11,6,1228,1253,6,11,1,0.6285714285714286,140
564,1993,13,4,1210,1380,4,13,0,0.7928571428571428,140
565,1993,13,12,1203,1380,12,13,1,0.75,12
566,1993,15,2,1112,1365,2,15,0,0.9428571428571428,140
567,1994,1,9,1130,1314,1,9,0,0.9166666666666666,72
568,1994,1,16,1251,1314,1,16,1,0.9928571428571429,140
569,1994,3,2,1163,1196,2,3,0,0.6071428571428571,56
570,1994,3,9,1130,1196,3,9,1,1.0,2
571,1994,3,2,1181,1196,2,3,1,0.6071428571428571,56
572,1994,4,5,1231,1396,4,5,0,0.5540540540540541,74
573,1994,4,13,1180,1396,4,13,1,0.7928571428571428,140
574,1994,5,9,1130,1231,5,9,0,0.3333333333333333,3
575,1994,7,10,1203,1412,7,10,0,0.6071428571428571,140
576,1994,8,9,1130,1450,8,9,0,0.4857142857142857,140
577,1994,10,2,1163,1203,2,10,1,0.64,50
578,1994,11,3,1196,1335,3,11,1,0.6530612244897959,49
579,1994,11,6,1304,1335,6,11,0,0.6285714285714286,140
580,1994,12,5,1231,1325,5,12,1,0.6428571428571429,140
581,1994,14,3,1196,1241,3,14,1,0.85,140
582,1994,15,2,1163,1351,2,15,1,0.9428571428571428,140
583,1994,1,2,1181,1345,1,2,0,0.5384615384615384,65
584,1994,1,4,1242,1345,1,4,1,0.7301587301587301,63
585,1994,1,9,1104,1345,1,9,1,0.9166666666666666,72
586,1994,2,1,1116,1181,1,2,1,0.5384615384615384,65
587,1994,4,13,1151,1242,4,13,1,0.7928571428571428,140
588,1994,5,4,1242,1448,4,5,1,0.5540540540540541,74
589,1994,5,12,1158,1448,5,12,1,0.6428571428571429,140
590,1994,6,2,1181,1266,2,6,1,0.7741935483870968,31
591,1994,6,3,1246,1266,3,6,0,0.6111111111111112,72
592,1994,7,2,1181,1277,2,7,1,0.6951219512195121,82
593,1994,8,9,1104,1344,8,9,0,0.4857142857142857,140
594,1994,10,7,1277,1371,7,10,1,0.6071428571428571,140
595,1994,11,6,1266,1418,6,11,1,0.6285714285714286,140
596,1994,14,3,1246,1398,3,14,1,0.85,140
597,1994,15,2,1181,1411,2,15,1,0.9428571428571428,140
598,1994,16,1,1345,1416,1,16,1,0.9928571428571429,140
599,1994,1,2,1112,1116,1,2,1,0.5384615384615384,65
600,1994,2,10,1268,1269,2,10,0,0.64,50
601,1994,3,1,1116,1276,1,3,1,0.6,35
602,1994,3,10,1268,1276,3,10,1,0.6923076923076923,13
603,1994,4,13,1308,1329,4,13,1,0.7928571428571428,140
604,1994,5,12,1409,1417,5,12,0,0.6428571428571429,140
605,1994,6,3,1276,1400,3,6,1,0.6111111111111112,72
606,1994,7,10,1268,1387,7,10,0,0.6071428571428571,140
607,1994,8,9,1207,1228,8,9,0,0.4857142857142857,140
608,1994,9,1,1116,1207,1,9,1,0.9166666666666666,72
609,1994,11,6,1400,1443,6,11,1,0.6285714285714286,140
610,1994,12,1,1116,1409,1,12,1,1.0,20
611,1994,12,4,1329,1409,4,12,0,0.6842105263157895,38
612,1994,14,3,1276,1337,3,14,1,0.85,140
613,1994,15,2,1269,1402,2,15,1,0.9428571428571428,140
614,1994,16,1,1116,1299,1,16,1,0.9928571428571429,140
615,1994,1,2,1112,1281,1,2,0,0.5384615384615384,65
616,1994,3,2,1112,1257,2,3,1,0.6071428571428571,56
617,1994,3,14,1129,1257,3,14,1,0.85,140
618,1994,4,1,1281,1393,1,4,1,0.7301587301587301,63
619,1994,4,13,1218,1393,4,13,1,0.7928571428571428,140
620,1994,6,3,1257,1278,3,6,1,0.6111111111111112,72
621,1994,7,2,1112,1438,2,7,1,0.6951219512195121,82
622,1994,7,10,1307,1438,7,10,1,0.6071428571428571,140
623,1994,9,1,1281,1458,1,9,1,0.9166666666666666,72
624,1994,9,8,1153,1458,8,9,0,0.4857142857142857,140
625,1994,11,6,1278,1356,6,11,1,0.6285714285714286,140
626,1994,12,4,1393,1453,4,12,1,0.6842105263157895,38
627,1994,12,5,1143,1453,5,12,0,0.6428571428571429,140
628,1994,15,2,1112,1259,2,15,1,0.9428571428571428,140
629,1994,16,1,1281,1298,1,16,1,0.9928571428571429,140
630,1995,1,4,1329,1448,1,4,0,0.7301587301587301,63
631,1995,1,9,1387,1448,1,9,1,0.9166666666666666,72
632,1995,1,16,1299,1448,1,16,1,0.9928571428571429,140
633,1995,3,14,1330,1437,3,14,0,0.85,140
634,1995,4,2,1269,1329,2,4,0,0.42857142857142855,7
635,1995,4,5,1104,1329,4,5,1,0.5540540540540541,74
636,1995,4,13,1180,1329,4,13,1,0.7928571428571428,140
637,1995,6,2,1269,1409,2,6,1,0.7741935483870968,31
638,1995,6,11,1228,1409,6,11,1,0.6285714285714286,140
639,1995,6,14,1330,1409,6,14,1,0.875,16
640,1995,9,8,1278,1387,8,9,0,0.4857142857142857,140
641,1995,10,2,1269,1390,2,10,1,0.64,50
642,1995,10,7,1150,1390,7,10,0,0.6071428571428571,140
643,1995,12,5,1104,1335,5,12,1,0.6428571428571429,140
644,1995,15,2,1269,1389,2,15,1,0.9428571428571428,140
645,1995,1,4,1329,1417,1,4,1,0.7301587301587301,63
646,1995,1,2,1163,1417,1,2,1,0.5384615384615384,65
647,1995,1,5,1280,1417,1,5,1,0.8297872340425532,47
648,1995,1,8,1281,1417,1,8,1,0.8,70
649,1995,1,16,1198,1417,1,16,1,0.9928571428571429,140
650,1995,1,2,1116,1417,1,2,1,0.5384615384615384,65
651,1995,2,7,1153,1163,2,7,1,0.6951219512195121,82
652,1995,2,15,1151,1163,2,15,1,0.9428571428571428,140
653,1995,3,2,1163,1268,2,3,1,0.6071428571428571,56
654,1995,3,14,1211,1268,3,14,1,0.85,140
655,1995,4,5,1280,1428,4,5,0,0.5540540540540541,74
656,1995,4,13,1253,1428,4,13,1,0.7928571428571428,140
657,1995,8,9,1231,1281,8,9,1,0.4857142857142857,140
658,1995,10,7,1153,1396,7,10,1,0.6071428571428571,140
659,1995,11,3,1268,1400,3,11,1,0.6530612244897959,49
660,1995,11,6,1332,1400,6,11,0,0.6285714285714286,140
661,1995,12,5,1280,1365,5,12,1,0.6428571428571429,140
662,1995,1,16,1159,1242,1,16,1,0.9928571428571429,140
663,1995,3,6,1272,1345,3,6,0,0.6111111111111112,72
664,1995,4,1,1242,1438,1,4,0,0.7301587301587301,63
665,1995,4,2,1116,1438,2,4,1,0.42857142857142855,7
666,1995,4,12,1275,1438,4,12,1,0.6842105263157895,38
667,1995,4,13,1311,1438,4,13,1,0.7928571428571428,140
668,1995,6,2,1116,1272,2,6,1,0.7741935483870968,31
669,1995,6,11,1257,1272,6,11,1,0.6285714285714286,140
670,1995,7,2,1116,1393,2,7,1,0.6951219512195121,82
671,1995,7,10,1356,1393,7,10,1,0.6071428571428571,140
672,1995,8,1,1242,1443,1,8,1,0.8,70
673,1995,8,9,1276,1443,8,9,1,0.4857142857142857,140
674,1995,12,5,1112,1275,5,12,0,0.6428571428571429,140
675,1995,14,3,1345,1453,3,14,1,0.85,140
676,1995,15,2,1116,1411,2,15,1,0.9428571428571428,140
677,1995,1,5,1113,1246,1,5,1,0.8297872340425532,47
678,1995,2,2,1116,1314,2,2,0,0.0,3
679,1995,2,1,1246,1314,1,2,0,0.5384615384615384,65
680,1995,2,6,1207,1314,2,6,1,0.7741935483870968,31
681,1995,2,7,1235,1314,2,7,1,0.6951219512195121,82
682,1995,2,15,1293,1314,2,15,1,0.9428571428571428,140
683,1995,4,13,1264,1328,4,13,0,0.7928571428571428,140
684,1995,7,10,1196,1235,7,10,1,0.6071428571428571,140
685,1995,9,1,1246,1408,1,9,1,0.9166666666666666,72
686,1995,9,8,1140,1408,8,9,0,0.4857142857142857,140
687,1995,11,6,1207,1462,6,11,1,0.6285714285714286,140
688,1995,12,5,1113,1123,5,12,1,0.6428571428571429,140
689,1995,13,5,1113,1264,5,13,1,0.8235294117647058,17
690,1995,14,3,1277,1451,3,14,0,0.85,140
691,1995,14,6,1207,1451,6,14,1,0.875,16
692,1995,16,1,1246,1291,1,16,1,0.9928571428571429,140
693,1996,1,2,1207,1269,1,2,1,0.5384615384615384,65
694,1996,1,12,1116,1269,1,12,1,1.0,20
695,1996,1,1,1246,1269,1,1,0,0.0,20
696,1996,3,2,1207,1403,2,3,1,0.6071428571428571,56
697,1996,3,6,1314,1403,3,6,1,0.6111111111111112,72
698,1996,3,14,1296,1403,3,14,1,0.85,140
699,1996,4,12,1116,1266,4,12,0,0.6842105263157895,38
700,1996,5,12,1116,1336,5,12,0,0.6428571428571429,140
701,1996,6,11,1309,1314,6,11,1,0.6285714285714286,140
702,1996,7,2,1207,1307,2,7,1,0.6951219512195121,82
703,1996,7,10,1243,1307,7,10,1,0.6071428571428571,140
704,1996,9,1,1269,1390,1,9,1,0.9166666666666666,72
705,1996,9,8,1133,1390,8,9,0,0.4857142857142857,140
706,1996,13,4,1266,1284,4,13,1,0.7928571428571428,140
707,1996,15,2,1207,1290,2,15,1,0.9428571428571428,140
708,1996,16,1,1269,1416,1,16,1,0.9928571428571429,140
709,1996,2,1,1246,1448,1,2,1,0.5384615384615384,65
710,1996,2,6,1257,1448,2,6,1,0.7741935483870968,31
711,1996,2,10,1400,1448,2,10,1,0.64,50
712,1996,2,15,1419,1448,2,15,1,0.9428571428571428,140
713,1996,3,6,1257,1437,3,6,0,0.6111111111111112,72
714,1996,3,14,1339,1437,3,14,1,0.85,140
715,1996,4,1,1246,1428,1,4,1,0.7301587301587301,63
716,1996,4,5,1235,1428,4,5,1,0.5540540540540541,74
717,1996,4,13,1145,1428,4,13,1,0.7928571428571428,140
718,1996,5,12,1143,1235,5,12,1,0.6428571428571429,140
719,1996,8,9,1439,1453,8,9,0,0.4857142857142857,140
720,1996,9,1,1246,1439,1,9,1,0.9166666666666666,72
721,1996,10,7,1276,1400,7,10,0,0.6071428571428571,140
722,1996,11,6,1257,1409,6,11,1,0.6285714285714286,140
723,1996,16,1,1246,1363,1,16,1,0.9928571428571429,140
724,1996,1,16,1159,1163,1,16,1,0.9928571428571429,140
725,1996,3,2,1153,1210,2,3,1,0.6071428571428571,56
726,1996,3,11,1130,1210,3,11,1,0.6530612244897959,49
727,1996,3,14,1122,1210,3,14,1,0.85,140
728,1996,4,13,1343,1417,4,13,0,0.7928571428571428,140
729,1996,5,1,1163,1280,1,5,0,0.8297872340425532,47
730,1996,5,2,1153,1280,2,5,0,0.0,5
731,1996,6,11,1130,1231,6,11,0,0.6285714285714286,140
732,1996,7,2,1153,1396,2,7,1,0.6951219512195121,82
733,1996,7,10,1328,1396,7,10,1,0.6071428571428571,140
734,1996,9,1,1163,1185,1,9,1,0.9166666666666666,72
735,1996,9,8,1181,1185,8,9,0,0.4857142857142857,140
736,1996,12,5,1280,1433,5,12,1,0.6428571428571429,140
737,1996,13,5,1280,1343,5,13,1,0.8235294117647058,17
738,1996,15,2,1153,1422,2,15,1,0.9428571428571428,140
739,1996,1,8,1208,1345,1,8,0,0.8,70
740,1996,2,3,1112,1242,2,3,1,0.6071428571428571,56
741,1996,4,1,1246,1393,1,4,1,0.7301587301587301,63
742,1996,4,5,1280,1393,4,5,1,0.5540540540540541,74
743,1996,4,2,1242,1393,2,4,0,0.42857142857142855,7
744,1996,4,8,1208,1393,4,8,1,0.4444444444444444,9
745,1996,4,12,1180,1393,4,12,1,0.6842105263157895,38
746,1996,4,13,1286,1393,4,13,1,0.7928571428571428,140
747,1996,5,12,1180,1272,5,12,0,0.6428571428571429,140
748,1996,6,3,1112,1234,3,6,1,0.6111111111111112,72
749,1996,6,11,1203,1234,6,11,1,0.6285714285714286,140
750,1996,8,9,1155,1208,8,9,1,0.4857142857142857,140
751,1996,10,2,1242,1365,2,10,1,0.64,50
752,1996,10,7,1268,1365,7,10,0,0.6071428571428571,140
753,1996,14,3,1112,1434,3,14,1,0.85,140
754,1996,15,2,1242,1354,2,15,1,0.9428571428571428,140
755,1996,16,1,1345,1441,1,16,1,0.9928571428571429,140
756,1997,1,5,1143,1314,1,5,1,0.8297872340425532,47
757,1997,1,6,1257,1314,1,6,1,0.7272727272727273,11
758,1997,1,9,1160,1314,1,9,1,0.9166666666666666,72
759,1997,1,16,1193,1314,1,16,1,0.9928571428571429,140
760,1997,1,4,1112,1314,1,4,0,0.7301587301587301,63
761,1997,2,15,1164,1376,2,15,0,0.9428571428571428,140
762,1997,3,6,1257,1307,3,6,0,0.6111111111111112,72
763,1997,4,5,1143,1437,4,5,0,0.5540540540540541,74
764,1997,4,13,1254,1437,4,13,1,0.7928571428571428,140
765,1997,7,10,1400,1458,7,10,0,0.6071428571428571,140
766,1997,8,9,1160,1231,8,9,0,0.4857142857142857,140
767,1997,10,6,1257,1400,6,10,1,0.6666666666666666,6
768,1997,10,15,1164,1400,10,15,1,1.0,5
769,1997,11,6,1257,1269,6,11,1,0.6285714285714286,140
770,1997,12,5,1143,1343,5,12,1,0.6428571428571429,140
771,1997,14,3,1307,1330,3,14,1,0.85,140
772,1997,1,4,1112,1242,1,4,0,0.7301587301587301,63
773,1997,1,16,1238,1242,1,16,1,0.9928571428571429,140
774,1997,3,14,1151,1208,3,14,0,0.85,140
775,1997,5,12,1158,1268,5,12,0,0.6428571428571429,140
776,1997,6,14,1151,1228,6,14,0,0.875,16
777,1997,8,1,1242,1345,1,8,1,0.8,70
778,1997,9,8,1345,1348,8,9,1,0.4857142857142857,140
779,1997,10,2,1181,1344,2,10,0,0.64,50
780,1997,10,4,1112,1344,4,10,1,1.0,2
781,1997,10,7,1266,1344,7,10,0,0.6071428571428571,140
782,1997,10,14,1151,1344,10,14,1,1.0,1
783,1997,11,6,1228,1425,6,11,1,0.6285714285714286,140
784,1997,12,4,1112,1158,4,12,1,0.6842105263157895,38
785,1997,13,4,1112,1375,4,13,1,0.7928571428571428,140
786,1997,15,2,1181,1293,2,15,1,0.9428571428571428,140
787,1997,1,4,1155,1278,1,4,1,0.7301587301587301,63
788,1997,1,1,1246,1278,1,1,0,0.0,20
789,1997,2,1,1278,1417,1,2,1,0.5384615384615384,65
790,1997,2,6,1235,1417,2,6,1,0.7741935483870968,31
791,1997,2,15,1149,1417,2,15,1,0.9428571428571428,140
792,1997,3,14,1139,1153,3,14,1,0.85,140
793,1997,5,4,1155,1409,4,5,1,0.5540540540540541,74
794,1997,5,12,1131,1409,5,12,1,0.6428571428571429,140
795,1997,6,3,1153,1235,3,6,0,0.6111111111111112,72
796,1997,6,11,1229,1235,6,11,1,0.6285714285714286,140
797,1997,7,2,1417,1462,2,7,1,0.6951219512195121,82
798,1997,7,10,1435,1462,7,10,1,0.6071428571428571,140
799,1997,9,1,1278,1396,1,9,1,0.9166666666666666,72
800,1997,9,8,1279,1396,8,9,0,0.4857142857142857,140
801,1997,13,4,1155,1275,4,13,1,0.7928571428571428,140
802,1997,16,1,1278,1402,1,16,1,0.9928571428571429,140
803,1997,1,4,1112,1246,1,4,0,0.7301587301587301,63
804,1997,1,8,1234,1246,1,8,1,0.8,70
805,1997,2,1,1246,1428,1,2,1,0.5384615384615384,65
806,1997,2,6,1390,1428,2,6,1,0.7741935483870968,31
807,1997,2,7,1150,1428,2,7,1,0.6951219512195121,82
808,1997,2,15,1298,1428,2,15,1,0.9428571428571428,140
809,1997,3,6,1390,1448,3,6,0,0.6111111111111112,72
810,1997,3,14,1388,1448,3,14,1,0.85,140
811,1997,4,1,1246,1386,1,4,1,0.7301587301587301,63
812,1997,4,5,1130,1386,4,5,1,0.5540540540540541,74
813,1997,4,13,1334,1386,4,13,1,0.7928571428571428,140
814,1997,6,11,1328,1390,6,11,1,0.6285714285714286,140
815,1997,9,8,1234,1438,8,9,1,0.4857142857142857,140
816,1997,10,7,1150,1207,7,10,1,0.6071428571428571,140
817,1997,12,5,1130,1434,5,12,1,0.6428571428571429,140
818,1997,16,1,1246,1285,1,16,1,0.9928571428571429,140
819,1998,1,2,1163,1314,1,2,1,0.5384615384615384,65
820,1998,1,4,1277,1314,1,4,1,0.7301587301587301,63
821,1998,1,8,1150,1314,1,8,1,0.8,70
822,1998,1,16,1298,1314,1,16,1,0.9928571428571429,140
823,1998,3,14,1350,1376,3,14,0,0.85,140
824,1998,4,13,1185,1277,4,13,1,0.7928571428571428,140
825,1998,5,4,1277,1343,4,5,1,0.5540540540540541,74
826,1998,6,11,1449,1462,6,11,0,0.6285714285714286,140
827,1998,7,2,1163,1231,2,7,1,0.6951219512195121,82
828,1998,9,8,1150,1227,8,9,1,0.4857142857142857,140
829,1998,10,7,1231,1328,7,10,1,0.6071428571428571,140
830,1998,11,2,1163,1449,2,11,1,0.875,16
831,1998,11,14,1350,1449,11,14,1,1.0,5
832,1998,12,5,1343,1424,5,12,1,0.6428571428571429,140
833,1998,15,2,1163,1192,2,15,1,0.9428571428571428,140
834,1998,3,1,1314,1428,1,3,0,0.6,35
835,1998,3,1,1112,1428,1,3,0,0.6,35
836,1998,3,6,1116,1428,3,6,1,0.6111111111111112,72
837,1998,3,14,1362,1428,3,14,1,0.85,140
838,1998,3,2,1246,1428,2,3,1,0.6071428571428571,56
839,1998,4,1,1112,1268,1,4,1,0.7301587301587301,63
840,1998,4,5,1228,1268,4,5,1,0.5540540540540541,74
841,1998,8,9,1229,1397,8,9,0,0.4857142857142857,140
842,1998,9,1,1112,1229,1,9,1,0.9166666666666666,72
843,1998,10,2,1153,1452,2,10,0,0.64,50
844,1998,10,3,1428,1452,3,10,1,0.6923076923076923,13
845,1998,10,7,1396,1452,7,10,0,0.6071428571428571,140
846,1998,11,6,1116,1304,6,11,1,0.6285714285714286,140
847,1998,12,5,1228,1375,5,12,1,0.6428571428571429,140
848,1998,13,4,1268,1429,4,13,1,0.7928571428571428,140
849,1998,15,2,1153,1319,2,15,1,0.9428571428571428,140
850,1998,16,1,1112,1311,1,16,1,0.9928571428571429,140
851,1998,2,10,1178,1345,2,10,1,0.64,50
852,1998,2,15,1174,1345,2,15,1,0.9428571428571428,140
853,1998,3,2,1345,1390,2,3,0,0.6071428571428571,56
854,1998,3,8,1348,1390,3,8,1,1.0,2
855,1998,3,14,1158,1390,3,14,1,0.85,140
856,1998,3,2,1246,1390,2,3,1,0.6071428571428571,56
857,1998,5,12,1199,1395,5,12,0,0.6428571428571429,140
858,1998,7,10,1178,1385,7,10,0,0.6071428571428571,140
859,1998,8,1,1242,1348,1,8,0,0.8,70
860,1998,8,9,1293,1348,8,9,1,0.4857142857142857,140
861,1998,11,3,1390,1444,3,11,1,0.6530612244897959,49
862,1998,11,6,1155,1444,6,11,0,0.6285714285714286,140
863,1998,13,4,1279,1434,4,13,0,0.7928571428571428,140
864,1998,13,8,1348,1434,8,13,1,1.0,1
865,1998,13,12,1199,1434,12,13,0,0.75,12
866,1998,16,1,1242,1341,1,16,1,0.9928571428571429,140
867,1998,2,1,1181,1246,1,2,0,0.5384615384615384,65
868,1998,3,14,1172,1276,3,14,1,0.85,140
869,1998,4,13,1139,1307,4,13,1,0.7928571428571428,140
870,1998,5,1,1181,1393,1,5,1,0.8297872340425532,47
871,1998,5,4,1307,1393,4,5,0,0.5540540540540541,74
872,1998,5,12,1233,1393,5,12,1,0.6428571428571429,140
873,1998,6,2,1246,1417,2,6,1,0.7741935483870968,31
874,1998,6,3,1276,1417,3,6,0,0.6111111111111112,72
875,1998,6,11,1274,1417,6,11,1,0.6285714285714286,140
876,1998,8,1,1181,1329,1,8,1,0.8,70
877,1998,8,9,1203,1329,8,9,1,0.4857142857142857,140
878,1998,10,2,1246,1387,2,10,1,0.64,50
879,1998,10,7,1269,1387,7,10,0,0.6071428571428571,140
880,1998,15,2,1246,1354,2,15,1,0.9428571428571428,140
881,1998,16,1,1181,1347,1,16,1,0.9928571428571429,140
882,1999,1,1,1163,1181,1,1,0,0.0,20
883,1999,2,15,1248,1274,2,15,1,0.9428571428571428,140
884,1999,4,12,1283,1397,4,12,0,0.6842105263157895,38
885,1999,4,13,1174,1397,4,13,1,0.7928571428571428,140
886,1999,5,12,1283,1458,5,12,0,0.6428571428571429,140
887,1999,6,1,1181,1396,1,6,1,0.7272727272727273,11
888,1999,6,3,1153,1396,3,6,0,0.6111111111111112,72
889,1999,6,10,1345,1396,6,10,1,0.6666666666666666,6
890,1999,6,11,1245,1396,6,11,1,0.6285714285714286,140
891,1999,7,10,1345,1400,7,10,0,0.6071428571428571,140
