,Season,Seed_H,Last Seed_H,Max Seed 5Y_H,Avg Seed 5Y_H,Avg Seed 5Y Weighted_H,Seed_L,Last Seed_L,Max Seed 5Y_L,Avg Seed 5Y_L,Avg Seed 5Y Weighted_L,Team_ID_L,Team_ID_H,Outcome,Unnamed: 0,Seed_Matchup_Probability
574,1994,W05,1.0,8,3.6,2.0572645662331017,W09,11.0,11,10.0,10.98473288255347,1130,1231,1,574,0.6666666666666667
575,1994,W07,10.0,11,8.2,11.372929450886598,W10,12.0,12,11.0,11.98473288255347,1203,1412,1,575,0.3928571428571429
576,1994,W08,,8,8.0,8.0,W09,11.0,11,10.0,10.98473288255347,1130,1450,1,576,0.5142857142857142
577,1994,W10,12.0,12,11.0,11.98473288255347,W02,9.0,11,5.75,11.742194838949343,1163,1203,1,577,0.64
578,1994,W11,14.0,16,14.0,16.18684955615003,W03,7.0,7,5.5,5.939924311559408,1196,1335,1,578,0.6530612244897959
579,1994,W11,14.0,16,14.0,16.18684955615003,W06,10.0,10,7.2,8.185044948661622,1304,1335,0,579,0.6285714285714286
580,1994,W12,14.0,14,13.0,13.98473288255347,W05,1.0,8,3.6,2.0572645662331017,1231,1325,1,580,0.6428571428571429
581,1994,W14,,14,14.0,14.0,W03,7.0,7,5.5,5.939924311559408,1196,1241,1,581,0.85
582,1994,W15,16.0,16,15.5,15.992366441276735,W02,9.0,11,5.75,11.742194838949343,1163,1351,1,582,0.9428571428571428
583,1994,X01,9.0,9,4.0,7.190250796861103,X02,3.0,3,2.2,0.814008533483927,1181,1345,1,583,0.4615384615384616
584,1994,X01,9.0,9,4.0,7.190250796861103,X04,2.0,4,2.4,0.8135352745567014,1242,1345,0,584,0.2698412698412699
585,1994,X01,9.0,9,4.0,7.190250796861103,X09,5.0,9,6.2,3.7505916011968923,1104,1345,0,585,0.08333333333333337
586,1994,X02,3.0,3,2.2,0.814008533483927,Y01,4.0,4,2.6,3.061997155505358,1116,1181,1,586,0.5384615384615384
587,1994,X04,2.0,4,2.4,0.8135352745567014,X13,12.0,16,13.666666666666666,16.233065937899262,1151,1242,0,587,0.2071428571428572
588,1994,X05,5.0,9,6.0,9.49385048918124,X04,2.0,4,2.4,0.8135352745567014,1242,1448,1,588,0.5540540540540541
589,1994,X05,5.0,9,6.0,9.49385048918124,X12,,12,12.0,12.0,1158,1448,0,589,0.3571428571428571
590,1994,X06,12.0,12,9.0,11.954198647660405,X02,3.0,3,2.2,0.814008533483927,1181,1266,1,590,0.7741935483870968
591,1994,X06,12.0,12,9.0,11.954198647660405,X03,1.0,8,3.2,2.058211084087553,1246,1266,0,591,0.6111111111111112
592,1994,X07,5.0,7,4.6,5.245149068458077,X02,3.0,3,2.2,0.814008533483927,1181,1277,1,592,0.6951219512195121
593,1994,X08,9.0,12,8.75,12.555345282799314,X09,5.0,9,6.2,3.7505916011968923,1104,1344,1,593,0.5142857142857142
594,1994,X10,2.0,10,4.4,4.1822053950982685,X07,5.0,7,4.6,5.245149068458077,1277,1371,1,594,0.6071428571428571
595,1994,X11,13.0,13,12.0,12.98473288255347,X06,12.0,12,9.0,11.954198647660405,1266,1418,1,595,0.6285714285714286
596,1994,X14,15.0,15,14.5,14.992366441276733,X03,1.0,8,3.2,2.058211084087553,1246,1398,1,596,0.85
597,1994,X15,14.0,15,14.5,14.007633558723265,X02,3.0,3,2.2,0.814008533483927,1181,1411,1,597,0.9428571428571428
598,1994,X16,,16,16.0,16.0,X01,9.0,9,4.0,7.190250796861103,1345,1416,1,598,0.9928571428571428
599,1994,Y01,4.0,4,2.6,3.061997155505358,Z02,2.0,3,2.2,3.1239943110107156,1112,1116,0,599,0.4615384615384616
600,1994,Y02,3.0,3,2.6666666666666665,3.000445631068569,Y10,7.0,10,6.75,4.874645237468047,1268,1269,1,600,0.36
601,1994,Y03,1.0,6,3.2,6.49503072618841,Y01,4.0,4,2.6,3.061997155505358,1116,1276,1,601,0.6
602,1994,Y03,1.0,6,3.2,6.49503072618841,Y10,7.0,10,6.75,4.874645237468047,1268,1276,0,602,0.3076923076923077
603,1994,Y04,5.0,5,3.5,1.7530747554093806,Y13,7.0,13,8.8,12.679129156995579,1308,1329,0,603,0.2071428571428572
604,1994,Y05,9.0,9,5.2,0.3185045483682911,Y12,11.0,12,9.75,10.183538310735901,1409,1417,1,604,0.3571428571428571
605,1994,Y06,8.0,11,8.0,4.5044960148843645,Y03,1.0,6,3.2,6.49503072618841,1276,1400,1,605,0.6111111111111112
606,1994,Y07,,7,7.0,7.0,Y10,7.0,10,6.75,4.874645237468047,1268,1387,1,606,0.3928571428571429
607,1994,Y08,6.0,8,4.6,5.18409843080717,Y09,6.0,9,5.4,8.433506829610279,1207,1228,1,607,0.5142857142857142
608,1994,Y09,6.0,9,5.4,8.433506829610279,Y01,4.0,4,2.6,3.061997155505358,1116,1207,1,608,0.9166666666666666
609,1994,Y11,7.0,11,9.0,10.307000933031212,Y06,8.0,11,8.0,4.5044960148843645,1400,1443,1,609,0.6285714285714286
610,1994,Y12,11.0,12,9.75,10.183538310735901,Y01,4.0,4,2.6,3.061997155505358,1116,1409,1,610,1.0
611,1994,Y12,11.0,12,9.75,10.183538310735901,Y04,5.0,5,3.5,1.7530747554093806,1329,1409,0,611,0.6842105263157895
612,1994,Y14,11.0,14,13.0,14.30761948289066,Y03,1.0,6,3.2,6.49503072618841,1276,1337,1,612,0.85
613,1994,Y15,,15,15.0,15.0,Y02,3.0,3,2.6666666666666665,3.000445631068569,1269,1402,1,613,0.9428571428571428
614,1994,Y16,14.0,16,15.4,14.99905348214555,Y01,4.0,4,2.6,3.061997155505358,1116,1299,1,614,0.9928571428571428
615,1994,Z01,10.0,10,4.4,4.818267863828957,Z02,2.0,3,2.2,3.1239943110107156,1112,1281,1,615,0.4615384615384616
616,1994,Z03,4.0,8,4.6,8.496450502970088,Z02,2.0,3,2.2,3.1239943110107156,1112,1257,1,616,0.6071428571428571
617,1994,Z03,4.0,8,4.6,8.496450502970088,Z14,14.0,14,14.0,14.0,1129,1257,0,617,0.15000000000000002
618,1994,Z04,6.0,6,3.2,1.7529578958330205,Z01,10.0,10,4.4,4.818267863828957,1281,1393,1,618,0.7301587301587301
619,1994,Z04,6.0,6,3.2,1.7529578958330205,Z13,,13,13.0,13.0,1218,1393,0,619,0.2071428571428572
620,1994,Z06,6.0,11,7.666666666666667,11.29188946120979,Z03,4.0,8,4.6,8.496450502970088,1257,1278,1,620,0.6111111111111112
621,1994,Z07,6.0,7,6.4,7.062470414432583,Z02,2.0,3,2.2,3.1239943110107156,1112,1438,1,621,0.6951219512195121
622,1994,Z07,6.0,7,6.4,7.062470414432583,Z10,5.0,14,9.666666666666666,14.523172874834774,1307,1438,0,622,0.3928571428571429
623,1994,Z09,,9,9.0,9.0,Z01,10.0,10,4.4,4.818267863828957,1281,1458,1,623,0.9166666666666666
624,1994,Z09,,9,9.0,9.0,Z08,2.0,8,4.666666666666667,4.114081998072499,1153,1458,0,624,0.4857142857142857
625,1994,Z11,14.0,14,12.5,13.977099323830204,Z06,6.0,11,7.666666666666667,11.29188946120979,1278,1356,1,625,0.6285714285714286
626,1994,Z12,12.0,12,12.0,12.000000000000002,Z04,6.0,6,3.2,1.7529578958330205,1393,1453,1,626,0.6842105263157895
627,1994,Z12,12.0,12,12.0,12.000000000000002,Z05,6.0,9,6.666666666666667,9.175579307794443,1143,1453,0,627,0.6428571428571429
628,1994,Z15,,15,15.0,15.0,Z02,2.0,3,2.2,3.1239943110107156,1112,1259,1,628,0.9428571428571428
629,1994,Z16,8.0,16,11.0,6.56527912914103,Z01,10.0,10,4.4,4.818267863828957,1281,1298,1,629,0.9928571428571428
630,1995,W01,5.0,9,5.0,4.755797449396374,W04,4.0,5,3.6,5.247515363094206,1329,1448,1,630,0.2698412698412699
631,1995,W01,5.0,9,5.0,4.755797449396374,W09,7.0,9,8.0,7.015267117446532,1387,1448,0,631,0.08333333333333337
632,1995,W01,5.0,9,5.0,4.755797449396374,W16,16.0,16,15.4,13.8135352745567,1299,1448,0,632,0.007142857142857118
633,1995,W03,9.0,12,8.0,12.55892091740267,W14,15.0,15,12.25,7.320719059846216,1330,1437,1,633,0.15000000000000002
634,1995,W04,4.0,5,3.6,5.247515363094206,W02,2.0,3,2.5,3.0619678286772354,1269,1329,0,634,0.42857142857142855
635,1995,W04,4.0,5,3.6,5.247515363094206,W05,9.0,9,6.0,4.8144817924111525,1104,1329,0,635,0.4459459459459459
636,1995,W04,4.0,5,3.6,5.247515363094206,W13,13.0,15,13.666666666666666,15.116755784483916,1180,1329,0,636,0.2071428571428572
637,1995,W06,12.0,12,9.0,11.004732589272257,W02,2.0,3,2.5,3.0619678286772354,1269,1409,1,637,0.7741935483870968
638,1995,W06,12.0,12,9.0,11.004732589272257,W11,8.0,11,6.2,5.938476103421867,1228,1409,0,638,0.37142857142857133
639,1995,W06,12.0,12,9.0,11.004732589272257,W14,15.0,15,12.25,7.320719059846216,1330,1409,0,639,0.125
640,1995,W09,7.0,9,8.0,7.015267117446532,W08,6.0,11,7.75,5.691579961791305,1278,1387,0,640,0.4857142857142857
641,1995,W10,12.0,12,8.333333333333334,2.4754902319595167,W02,2.0,3,2.5,3.0619678286772354,1269,1390,1,641,0.64
642,1995,W10,12.0,12,8.333333333333334,2.4754902319595167,W07,7.0,13,9.0,13.350267353451747,1150,1390,0,642,0.6071428571428571
643,1995,W12,11.0,16,13.6,14.061997155505358,W05,9.0,9,6.0,4.8144817924111525,1104,1335,1,643,0.6428571428571429
644,1995,W15,12.0,15,13.5,12.022900676169797,W02,2.0,3,2.5,3.0619678286772354,1269,1389,1,644,0.9428571428571428
645,1995,X01,5.0,9,4.0,9.744439124991517,W04,4.0,5,3.6,5.247515363094206,1329,1417,0,645,0.2698412698412699
646,1995,X01,5.0,9,4.0,9.744439124991517,X02,2.0,11,5.0,9.314718366799044,1163,1417,0,646,0.4615384615384616
647,1995,X01,5.0,9,4.0,9.744439124991517,X05,5.0,5,5.0,5.0,1280,1417,0,647,0.17021276595744686
648,1995,X01,5.0,9,4.0,9.744439124991517,X08,1.0,10,5.4,10.86559388243888,1281,1417,0,648,0.2
649,1995,X01,5.0,9,4.0,9.744439124991517,X16,,16,16.0,16.0,1198,1417,0,649,0.007142857142857118
650,1995,X01,5.0,9,4.0,9.744439124991517,Y02,1.0,4,2.2,4.248461880948656,1116,1417,0,650,0.4615384615384616
651,1995,X02,2.0,11,5.0,9.314718366799044,X07,8.0,8,5.25,1.5056764757595997,1153,1163,0,651,0.30487804878048785
652,1995,X02,2.0,11,5.0,9.314718366799044,X15,13.0,16,14.0,11.691106926732145,1151,1163,0,652,0.05714285714285716
653,1995,X03,10.0,10,6.0,6.941315656985221,X02,2.0,11,5.0,9.314718366799044,1163,1268,1,653,0.6071428571428571
654,1995,X03,10.0,10,6.0,6.941315656985221,X14,,14,14.0,14.0,1211,1268,0,654,0.15000000000000002
655,1995,X04,8.0,14,7.5,3.1390728893469584,X05,5.0,5,5.0,5.0,1280,1428,1,655,0.4459459459459459
656,1995,X04,8.0,14,7.5,3.1390728893469584,X13,11.0,13,12.0,11.01526711744653,1253,1428,0,656,0.2071428571428572
657,1995,X08,1.0,10,5.4,10.86559388243888,X09,5.0,9,3.8,0.6881211867643093,1231,1281,0,657,0.5142857142857142
658,1995,X10,4.0,11,8.4,6.935636549858515,X07,8.0,8,5.25,1.5056764757595997,1153,1396,1,658,0.6071428571428571
659,1995,X11,6.0,11,8.0,8.305253188254532,X03,10.0,10,6.0,6.941315656985221,1268,1400,1,659,0.6530612244897959
660,1995,X11,6.0,11,8.0,8.305253188254532,X06,,6,6.0,6.0,1332,1400,0,660,0.6285714285714286
661,1995,X12,15.0,15,14.0,15.001336893205709,X05,5.0,5,5.0,5.0,1280,1365,1,661,0.6428571428571429
662,1995,Y01,4.0,4,2.2,1.938476103421868,Y16,,16,16.0,16.0,1159,1242,0,662,0.007142857142857118
663,1995,Y03,1.0,9,4.4,9.621391331835254,Y06,10.0,10,7.2,5.814008533483927,1272,1345,1,663,0.3888888888888888
664,1995,Y04,7.0,7,6.2,5.877425465770962,Y01,4.0,4,2.2,1.938476103421868,1242,1438,0,664,0.7301587301587301
665,1995,Y04,7.0,7,6.2,5.877425465770962,Y02,1.0,4,2.2,4.248461880948656,1116,1438,1,665,0.42857142857142855
666,1995,Y04,7.0,7,6.2,5.877425465770962,Y12,13.0,13,11.75,9.691579961791307,1275,1438,0,666,0.3157894736842105
667,1995,Y04,7.0,7,6.2,5.877425465770962,Y13,,13,13.0,13.0,1311,1438,0,667,0.2071428571428572
668,1995,Y06,10.0,10,7.2,5.814008533483927,Y02,1.0,4,2.2,4.248461880948656,1116,1272,1,668,0.7741935483870968
669,1995,Y06,10.0,10,7.2,5.814008533483927,Y11,3.0,11,6.0,3.8121154977750242,1257,1272,0,669,0.37142857142857133
670,1995,Y07,4.0,7,4.2,6.370563156250469,Y02,1.0,4,2.2,4.248461880948656,1116,1393,1,670,0.6951219512195121
671,1995,Y07,4.0,7,4.2,6.370563156250469,Y10,11.0,14,11.666666666666666,14.175579307794443,1356,1393,0,671,0.3928571428571429
672,1995,Y08,11.0,11,8.8,6.568386206098624,Y01,4.0,4,2.2,1.938476103421868,1242,1443,1,672,0.8
673,1995,Y08,11.0,11,8.8,6.568386206098624,Y09,3.0,9,4.4,0.5646001346808194,1276,1443,0,673,0.5142857142857142
674,1995,Y12,13.0,13,11.75,9.691579961791307,Y05,2.0,5,2.8,1.9370563266401912,1112,1275,0,674,0.6428571428571429
675,1995,Y14,12.0,14,12.666666666666666,11.99910873786286,Y03,1.0,9,4.4,9.621391331835254,1345,1453,1,675,0.85
676,1995,Y15,15.0,15,14.666666666666666,13.941622107758041,Y02,1.0,4,2.2,4.248461880948656,1116,1411,1,676,0.9428571428571428
677,1995,Z01,3.0,3,1.8,0.8149550513383782,Z05,8.0,8,6.5,7.977099323830203,1113,1246,0,677,0.17021276595744686
678,1995,Z02,1.0,4,1.8,0.8149550513383782,Y02,1.0,4,2.2,4.248461880948656,1116,1314,1,678,0.5
679,1995,Z02,1.0,4,1.8,0.8149550513383782,Z01,3.0,3,1.8,0.8149550513383782,1246,1314,0,679,0.5384615384615384
680,1995,Z02,1.0,4,1.8,0.8149550513383782,Z06,9.0,9,6.4,5.693800293891016,1207,1314,0,680,0.22580645161290325
681,1995,Z02,1.0,4,1.8,0.8149550513383782,Z07,8.0,12,9.4,10.123521052083492,1235,1314,0,681,0.30487804878048785
682,1995,Z02,1.0,4,1.8,0.8149550513383782,Z15,14.0,16,14.4,12.752484636905795,1293,1314,0,682,0.05714285714285716
683,1995,Z04,4.0,4,2.2,0.814008533483927,Z13,11.0,13,12.0,11.01526711744653,1264,1328,1,683,0.2071428571428572
684,1995,Z07,8.0,12,9.4,10.123521052083492,Z10,3.0,10,6.4,7.306672965036209,1196,1235,0,684,0.3928571428571429
685,1995,Z09,11.0,11,10.0,9.942513369895181,Z01,3.0,3,1.8,0.8149550513383782,1246,1408,1,685,0.9166666666666666
686,1995,Z09,11.0,11,10.0,9.942513369895181,Z08,7.0,12,9.4,10.184571689734396,1140,1408,0,686,0.4857142857142857
687,1995,Z11,9.0,14,10.8,14.801230432297395,Z06,9.0,9,6.4,5.693800293891016,1207,1462,1,687,0.6285714285714286
688,1995,Z12,15.0,15,12.4,11.999053482145548,Z05,8.0,8,6.5,7.977099323830203,1113,1123,1,688,0.6428571428571429
689,1995,Z13,11.0,13,12.0,11.01526711744653,Z05,8.0,8,6.5,7.977099323830203,1113,1264,1,689,0.8235294117647058
690,1995,Z14,,14,14.0,14.0,Z03,7.0,7,4.2,4.87979176040709,1277,1451,0,690,0.85
691,1995,Z14,,14,14.0,14.0,Z06,9.0,9,6.4,5.693800293891016,1207,1451,1,691,0.875
692,1995,Z16,,16,16.0,16.0,Z01,3.0,3,1.8,0.8149550513383782,1246,1291,1,692,0.9928571428571428
693,1996,W01,2.0,3,2.2,1.938476103421868,W02,6.0,9,6.2,9.372929450886597,1207,1269,0,693,0.4615384615384616
694,1996,W01,2.0,3,2.2,1.938476103421868,W12,2.0,12,4.4,0.7477520476335389,1116,1269,0,694,0.0
695,1996,W01,2.0,3,2.2,1.938476103421868,X01,1.0,3,1.6,3.2475153630942053,1246,1269,1,695,0.5
696,1996,W03,12.0,13,8.5,13.496688699536204,W02,6.0,9,6.2,9.372929450886597,1207,1403,1,696,0.6071428571428571
697,1996,W03,12.0,13,8.5,13.496688699536204,W06,2.0,6,2.8,0.9346900320040631,1314,1403,0,697,0.3888888888888888
698,1996,W03,12.0,13,8.5,13.496688699536204,W14,13.0,14,13.5,13.007633558723265,1296,1403,0,698,0.15000000000000002
699,1996,W04,6.0,12,7.333333333333333,12.351158615588886,W12,2.0,12,4.4,0.7477520476335389,1116,1266,1,699,0.3157894736842105
700,1996,W05,13.0,13,9.0,12.938931530213873,W12,2.0,12,4.4,0.7477520476335389,1116,1336,1,700,0.3571428571428571
701,1996,W06,2.0,6,2.8,0.9346900320040631,W11,8.0,14,10.0,14.80085142221245,1309,1314,0,701,0.37142857142857133
702,1996,W07,10.0,14,9.0,4.138126819228637,W02,6.0,9,6.2,9.372929450886597,1207,1307,1,702,0.6951219512195121
703,1996,W07,10.0,14,9.0,4.138126819228637,W10,6.0,11,7.4,11.619025037199126,1243,1307,0,703,0.3928571428571429
704,1996,W09,10.0,12,8.5,12.677861834976301,W01,2.0,3,2.2,1.938476103421868,1269,1390,1,704,0.9166666666666666
705,1996,W09,10.0,12,8.5,12.677861834976301,W08,9.0,9,8.0,6.8836898465846525,1133,1390,0,705,0.4857142857142857
706,1996,W13,,13,13.0,13.0,W04,6.0,12,7.333333333333333,12.351158615588886,1266,1284,1,706,0.7928571428571428
707,1996,W15,16.0,16,15.666666666666666,16.00044563106857,W02,6.0,9,6.2,9.372929450886597,1207,1290,1,707,0.9428571428571428
708,1996,W16,16.0,16,16.0,16.0,W01,2.0,3,2.2,1.938476103421868,1269,1416,1,708,0.9928571428571428
709,1996,X02,1.0,9,4.4,5.245622327385303,X01,1.0,3,1.6,3.2475153630942053,1246,1448,1,709,0.5384615384615384
710,1996,X02,1.0,9,4.4,5.245622327385303,X06,11.0,11,6.4,2.4424988593790067,1257,1448,0,710,0.22580645161290325
711,1996,X02,1.0,9,4.4,5.245622327385303,X10,11.0,11,8.0,5.567912947171398,1400,1448,0,711,0.36
712,1996,X02,1.0,9,4.4,5.245622327385303,X15,13.0,15,14.6,15.123047793156266,1419,1448,0,712,0.05714285714285716
713,1996,X03,3.0,12,6.6,9.188831020079427,X06,11.0,11,6.4,2.4424988593790067,1257,1437,1,713,0.3888888888888888
714,1996,X03,3.0,12,6.6,9.188831020079427,X14,,14,14.0,14.0,1339,1437,0,714,0.15000000000000002
715,1996,X04,4.0,14,6.8,8.491244654770606,X01,1.0,3,1.6,3.2475153630942053,1246,1428,1,715,0.7301587301587301
716,1996,X04,4.0,14,6.8,8.491244654770606,X05,7.0,10,8.0,7.938949362349094,1235,1428,0,716,0.4459459459459459
717,1996,X04,4.0,14,6.8,8.491244654770606,X13,,13,13.0,13.0,1145,1428,0,717,0.2071428571428572
718,1996,X05,7.0,10,8.0,7.938949362349094,X12,5.0,12,8.0,5.874172202408885,1143,1235,0,718,0.3571428571428571
719,1996,X08,14.0,14,11.5,11.878902553000493,X09,7.0,9,8.333333333333334,9.115864522346778,1439,1453,1,719,0.5142857142857142
720,1996,X09,7.0,9,8.333333333333334,9.115864522346778,X01,1.0,3,1.6,3.2475153630942053,1246,1439,1,720,0.9166666666666666
721,1996,X10,11.0,11,8.0,5.567912947171398,X07,9.0,9,5.2,2.7505916011968923,1276,1400,0,721,0.6071428571428571
722,1996,X11,6.0,12,10.0,12.4320870528286,X06,11.0,11,6.4,2.4424988593790067,1257,1409,1,722,0.6285714285714286
723,1996,X16,,16,16.0,16.0,X01,1.0,3,1.6,3.2475153630942053,1246,1363,1,723,0.9928571428571428
724,1996,Y01,2.0,11,5.0,1.5655466525352708,Y16,16.0,16,16.0,16.0,1159,1163,0,724,0.007142857142857118
725,1996,Y03,4.0,8,5.2,7.126360605646844,Y02,7.0,8,4.6,8.435399865319182,1153,1210,1,725,0.6071428571428571
726,1996,Y03,4.0,8,5.2,7.126360605646844,Y11,9.0,11,10.333333333333334,11.115864522346778,1130,1210,0,726,0.3469387755102041
727,1996,Y03,4.0,8,5.2,7.126360605646844,Y14,14.0,14,14.0,14.0,1122,1210,0,727,0.15000000000000002
728,1996,Y04,1.0,9,4.0,5.002366294636127,Y13,11.0,16,12.2,7.50165646132101,1343,1417,1,728,0.2071428571428572
729,1996,Y05,5.0,5,5.0,5.0,Y01,2.0,11,5.0,1.5655466525352708,1163,1280,0,729,0.8297872340425532
730,1996,Y05,5.0,5,5.0,5.0,Y02,7.0,8,4.6,8.435399865319182,1153,1280,0,730,0.0
731,1996,Y06,9.0,9,4.6,5.000946517854451,Y11,9.0,11,10.333333333333334,11.115864522346778,1130,1231,1,731,0.37142857142857133
732,1996,Y07,10.0,11,7.8,3.441552341524556,Y02,7.0,8,4.6,8.435399865319182,1153,1396,1,732,0.6951219512195121
733,1996,Y07,10.0,11,7.8,3.441552341524556,Y10,4.0,10,4.0,4.183151912952719,1328,1396,0,733,0.3928571428571429
734,1996,Y09,12.0,15,12.0,15.176470569931581,Y01,2.0,11,5.0,1.5655466525352708,1163,1185,1,734,0.9166666666666666
735,1996,Y09,12.0,15,12.0,15.176470569931581,Y08,2.0,8,3.2,3.182678654025494,1181,1185,0,735,0.4857142857142857
736,1996,Y12,2.0,12,7.0,2.076335587232659,Y05,5.0,5,5.0,5.0,1280,1433,1,736,0.6428571428571429
737,1996,Y13,11.0,16,12.2,7.50165646132101,Y05,5.0,5,5.0,5.0,1280,1343,1,737,0.8235294117647058
738,1996,Y15,,15,15.0,15.0,Y02,7.0,8,4.6,8.435399865319182,1153,1422,1,738,0.9428571428571428
739,1996,Z01,3.0,9,4.2,0.38192148065532566,Z08,11.0,11,8.0,6.692380517109339,1208,1345,1,739,0.2
740,1996,Z02,1.0,4,2.0,4.309985777526789,Z03,5.0,5,3.0,1.8144817924111527,1112,1242,0,740,0.3928571428571429
741,1996,Z04,7.0,7,4.6,3.693327034963791,X01,1.0,3,1.6,3.2475153630942053,1246,1393,1,741,0.7301587301587301
742,1996,Z04,7.0,7,4.6,3.693327034963791,Y05,5.0,5,5.0,5.0,1280,1393,0,742,0.4459459459459459
743,1996,Z04,7.0,7,4.6,3.693327034963791,Z02,1.0,4,2.0,4.309985777526789,1242,1393,0,743,0.42857142857142855
744,1996,Z04,7.0,7,4.6,3.693327034963791,Z08,11.0,11,8.0,6.692380517109339,1208,1393,0,744,0.5555555555555556
745,1996,Z04,7.0,7,4.6,3.693327034963791,Z12,13.0,15,13.25,12.877483447823012,1180,1393,0,745,0.3157894736842105
746,1996,Z04,7.0,7,4.6,3.693327034963791,Z13,16.0,16,14.5,15.977099323830203,1286,1393,0,746,0.2071428571428572
747,1996,Z05,6.0,10,6.4,10.496923761897312,Z12,13.0,15,13.25,12.877483447823012,1180,1272,1,747,0.3571428571428571
748,1996,Z06,4.0,9,6.0,9.43445334746473,Z03,5.0,5,3.0,1.8144817924111527,1112,1234,1,748,0.6111111111111112
749,1996,Z06,4.0,9,6.0,9.43445334746473,Z11,10.0,12,11.0,12.116310153415347,1203,1234,0,749,0.37142857142857133
750,1996,Z08,11.0,11,8.0,6.692380517109339,Z09,5.0,9,6.75,9.55345314256267,1155,1208,0,750,0.5142857142857142
751,1996,Z10,12.0,15,13.0,15.186849556150028,Z02,1.0,4,2.0,4.309985777526789,1242,1365,1,751,0.64
752,1996,Z10,12.0,15,13.0,15.186849556150028,Z07,3.0,10,6.4,10.619025037199126,1268,1365,0,752,0.6071428571428571
753,1996,Z14,,14,14.0,14.0,Z03,5.0,5,3.0,1.8144817924111527,1112,1434,1,753,0.85
754,1996,Z15,15.0,15,15.0,15.0,Z02,1.0,4,2.0,4.309985777526789,1242,1354,1,754,0.9428571428571428
755,1996,Z16,,16,16.0,16.0,Z01,3.0,9,4.2,0.38192148065532566,1345,1441,1,755,0.9928571428571428
756,1997,W01,6.0,6,2.2,1.8163748281200551,W05,12.0,12,7.4,4.505915791666041,1143,1314,0,756,0.17021276595744686
757,1997,W01,6.0,6,2.2,1.8163748281200551,W06,6.0,11,6.0,11.805489762642425,1257,1314,0,757,0.2727272727272727
758,1997,W01,6.0,6,2.2,1.8163748281200551,W09,,9,9.0,9.0,1160,1314,0,758,0.08333333333333337
759,1997,W01,6.0,6,2.2,1.8163748281200551,W16,16.0,16,15.0,12.824866323274126,1193,1314,0,759,0.007142857142857118
760,1997,W01,6.0,6,2.2,1.8163748281200551,X04,3.0,5,3.2,5.309512518599563,1112,1314,1,760,0.2698412698412699
761,1997,W02,12.0,12,7.0,11.92366441276734,W15,15.0,15,15.0,15.0,1164,1376,1,761,0.05714285714285716
762,1997,W03,7.0,14,7.8,10.493610949406733,W06,6.0,11,6.0,11.805489762642425,1257,1307,1,762,0.3888888888888888
763,1997,W04,3.0,12,6.2,2.6261240312589513,W05,12.0,12,7.4,4.505915791666041,1143,1437,1,763,0.4459459459459459
764,1997,W04,3.0,12,6.2,2.6261240312589513,W13,,13,13.0,13.0,1254,1437,0,764,0.2071428571428572
765,1997,W07,9.0,9,8.0,8.984732882553468,W10,10.0,11,9.0,11.371036415177695,1400,1458,1,765,0.3928571428571429
766,1997,W08,6.0,9,5.8,9.434926606391954,W09,,9,9.0,9.0,1160,1231,1,766,0.5142857142857142
767,1997,W10,10.0,11,9.0,11.371036415177695,W06,6.0,11,6.0,11.805489762642425,1257,1400,1,767,0.6666666666666666
768,1997,W10,10.0,11,9.0,11.371036415177695,W15,15.0,15,15.0,15.0,1164,1400,0,768,0.0
769,1997,W11,1.0,11,3.8,2.0567913073058763,W06,6.0,11,6.0,11.805489762642425,1257,1269,1,769,0.6285714285714286
770,1997,W12,13.0,13,11.4,11.060104119796458,W05,12.0,12,7.4,4.505915791666041,1143,1343,1,770,0.6428571428571429
771,1997,W14,14.0,15,12.6,15.49408420833396,W03,7.0,14,7.8,10.493610949406733,1307,1330,1,771,0.85
772,1997,X01,2.0,4,2.0,0.753431154760246,X04,3.0,5,3.2,5.309512518599563,1112,1242,1,772,0.2698412698412699
773,1997,X01,2.0,4,2.0,0.753431154760246,X16,,16,16.0,16.0,1238,1242,0,773,0.007142857142857118
774,1997,X03,8.0,11,7.4,11.435873124246408,X14,15.0,16,14.0,12.936583067712965,1151,1208,1,774,0.15000000000000002
775,1997,X05,7.0,10,6.4,2.3203975840771935,X12,12.0,12,12.0,12.000000000000002,1158,1268,1,775,0.3571428571428571
776,1997,X06,11.0,11,7.2,7.940842398057995,X14,15.0,16,14.0,12.936583067712965,1151,1228,1,776,0.125
777,1997,X08,1.0,9,4.4,3.240889738113047,X01,2.0,4,2.0,0.753431154760246,1242,1345,1,777,0.8
778,1997,X09,8.0,11,9.333333333333334,11.174688045657307,X08,1.0,9,4.4,3.240889738113047,1345,1348,1,778,0.4857142857142857
779,1997,X10,8.0,12,9.0,8.877898724698186,X02,8.0,8,3.2,1.569805982880301,1181,1344,0,779,0.64
780,1997,X10,8.0,12,9.0,8.877898724698186,X04,3.0,5,3.2,5.309512518599563,1112,1344,1,780,1.0
781,1997,X10,8.0,12,9.0,8.877898724698186,X07,4.0,12,7.25,5.7535477904685415,1266,1344,0,781,0.6071428571428571
782,1997,X10,8.0,12,9.0,8.877898724698186,X14,15.0,16,14.0,12.936583067712965,1151,1344,0,782,0.0
783,1997,X11,2.0,11,7.75,10.614474901121584,X06,11.0,11,7.2,7.940842398057995,1228,1425,1,783,0.6285714285714286
